"Date","Time","State","State No","Scale","Injuries","Fatalities","Start Lat","Start Lon","Length","Width"
"2014-06-16","16:41:00","NE","0","0","0","0","42.36","-96.59","0.26","50.0"
"2014-06-16","16:44:00","IA","0","0","0","0","42.8956","-94.627","6.09","250.0"
"2014-06-16","17:22:00","IA","0","0","0","0","42.7741","-94.1259","4.61","50.0"
"2014-06-16","17:24:00","NE","0","0","0","0","41.7","-99.37","0.2","40.0"
"2014-06-16","17:35:00","NE","0","1","0","0","41.758","-99.2362","2.4","400.0"
"2014-06-16","17:48:00","IA","0","1","0","0","43.2062","-93.3101","3.03","110.0"
"2014-06-16","17:52:00","IA","0","1","0","0","42.875","-93.5054","2.57","175.0"
"2014-06-16","17:56:00","IA","0","0","0","0","43.2216","-93.2126","1.1","40.0"
"2014-06-16","18:01:00","NE","0","2","0","0","41.8028","-99.1407","5.19","500.0"
"2014-06-16","18:20:00","NE","0","2","0","0","41.8397","-98.9986","1.56","700.0"
"2014-06-16","18:28:00","NE","0","2","0","0","41.8348","-98.9567","0.3","400.0"
"2014-06-16","18:30:00","NE","0","0","0","0","41.8295","-98.9537","0.2","40.0"
"2014-06-16","18:39:00","IA","0","1","0","0","42.7918","-92.823","4.71","100.0"
"2014-06-16","18:45:00","IA","0","0","0","0","42.7831","-92.7498","1.72","150.0"
"2014-06-16","18:52:00","IA","0","1","0","0","42.7849","-92.6323","2.12","120.0"
"2014-06-16","19:12:00","IA","0","0","0","0","42.8134","-92.3349","2.0","75.0"
"2014-06-16","20:23:00","ND","0","0","0","0","46.71","-102.9","1.35","25.0"
"2014-06-16","20:30:00","IA","0","1","0","0","42.5412","-91.6484","1.31","50.0"
"2014-06-16","20:33:00","IA","0","1","0","0","42.551","-91.609","12.59","50.0"
"2014-06-16","21:05:00","IA","0","0","0","0","41.9792","-91.8728","0.07","30.0"
"2014-06-16","21:45:00","WI","0","2","5","0","42.7376","-90.5188","3.76","100.0"
"2014-06-16","21:49:00","WI","0","1","0","0","42.7521","-90.4731","0.49","25.0"
"2014-06-16","22:00:00","WI","0","1","0","0","42.8054","-90.3731","4.35","200.0"
"2014-06-16","22:00:00","WI","0","1","0","0","42.8119","-90.3672","1.17","50.0"
"2014-06-16","22:10:00","WI","0","1","0","0","42.8208","-90.2636","0.41","100.0"
"2014-06-16","22:36:00","WI","0","1","0","0","42.825","-89.7828","0.51","125.0"
"2014-06-16","22:36:00","WI","0","1","0","0","42.8157","-89.7947","0.4","125.0"
"2014-06-16","23:08:00","WI","0","3","0","0","43.0024","-89.5579","0.96","100.0"
"2014-06-16","23:15:00","WI","0","2","0","0","43.0431","-89.4799","0.22","200.0"
"2014-06-16","23:21:00","WI","0","1","0","0","43.0772","-89.3696","1.49","300.0"
"2014-06-17","03:40:00","WI","0","1","0","0","42.5323","-89.6119","6.78","641.0"
"2014-06-17","09:57:00","MI","0","1","0","0","44.3722","-83.8247","1.58","100.0"
"2014-06-17","14:27:00","MT","0","3","0","0","45.4783","-104.183","10.0","880.0"
"2014-06-17","15:54:00","MT","0","0","0","0","47.715","-106.704","0.07","15.0"
"2014-06-17","16:40:00","NE","0","0","0","0","42.986","-101.876","0.2","40.0"
"2014-06-17","16:40:00","NE","0","0","0","0","42.5845","-101.761","0.37","40.0"
"2014-06-17","17:28:00","NE","0","0","0","0","42.5122","-101.709","0.73","40.0"
"2014-06-17","18:00:00","NE","0","0","0","0","42.4255","-101.553","0.66","40.0"
"2014-06-17","18:57:00","NE","0","1","0","0","42.5606","-97.3137","3.94","630.0"
"2014-06-17","19:09:00","NE","0","3","0","0","42.5371","-97.2563","3.96","2059.0"
"2014-06-17","19:39:00","NE","0","0","0","0","42.12","-101.15","0.2","20.0"
"2014-06-17","20:03:00","NY","0","1","0","0","43.13","-75.58","11.0","250.0"
"2014-06-17","20:07:00","NE","0","0","0","0","41.9607","-101.269","1.7","40.0"
"2014-06-17","20:10:00","NE","0","1","0","0","42.5078","-97.0519","3.39","850.0"
"2014-06-17","20:10:00","NE","0","0","0","0","42.516","-97.1589","1.29","100.0"
"2014-06-17","20:28:00","NE","0","2","0","0","42.4822","-97.0599","0.94","200.0"
"2014-06-17","20:45:00","NE","0","2","0","0","42.4988","-97.0407","7.81","850.0"
"2014-06-17","21:44:00","SD","0","2","0","0","43.5975","-97.0583","3.37","400.0"
"2014-06-17","22:27:00","IA","0","0","0","0","43.27","-96.0","0.3","50.0"
"2014-06-18","00:15:00","IA","0","0","0","0","43.09","-95.33","0.2","50.0"
"2014-06-18","06:27:00","WI","0","0","0","0","43.1564","-89.7122","0.16","30.0"
"2014-06-18","17:05:00","SD","0","1","0","0","44.2509","-99.3672","0.73","40.0"
"2014-06-18","17:07:00","SD","0","0","0","0","44.18","-99.28","2.0","400.0"
"2014-06-18","17:45:00","SD","0","0","0","0","44.023","-98.939","0.65","250.0"
"2014-06-18","17:58:00","SD","0","1","0","0","44.0487","-98.8351","0.67","50.0"
"2014-06-18","18:00:00","SD","0","0","0","0","45.122","-98.995","1.17","75.0"
"2014-06-18","18:00:00","SD","0","0","0","0","44.433","-99.268","0.21","75.0"
"2014-06-18","18:01:00","SD","0","1","0","0","43.948","-98.7844","6.83","150.0"
"2014-06-18","18:08:00","ND","0","0","0","0","45.99","-99.43","0.02","20.0"
"2014-06-18","18:08:00","SD","0","2","0","0","44.0635","-98.8025","0.77","100.0"
"2014-06-18","18:30:00","SD","0","2","1","0","44.0725","-98.573","2.22","200.0"
"2014-06-18","18:43:00","SD","0","4","2","0","44.0372","-98.4032","11.5","880.0"
"2014-06-18","18:45:00","SD","0","2","0","0","44.034","-98.8908","1.09","100.0"
"2014-06-18","18:49:00","PA","0","0","0","0","41.1059","-79.2986","4.57","150.0"
"2014-06-18","20:16:00","CO","0","0","0","0","40.38","-102.95","0.1","50.0"
"2014-06-18","20:26:00","CO","0","0","0","0","40.3","-103.07","0.1","50.0"
"2014-06-18","20:36:00","CO","0","0","0","0","40.23","-103.07","0.1","50.0"
"2014-06-18","21:24:00","MN","0","0","0","0","44.48","-95.75","0.25","50.0"
"2014-06-19","12:30:00","IA","0","0","0","0","43.15","-95.15","0.15","50.0"
"2014-06-19","13:05:00","SD","0","0","0","0","44.6507","-102.093","0.1","10.0"
"2014-06-19","13:45:00","SD","0","0","0","0","44.5591","-102.113","0.1","10.0"
"2014-06-19","14:03:00","SD","0","0","0","0","44.36","-101.47","0.05","10.0"
"2014-06-19","14:04:00","IA","0","1","0","0","42.4483","-91.3733","15.69","75.0"
"2014-06-19","15:00:00","MN","0","0","0","0","45.3015","-95.7448","0.87","10.0"
"2014-06-19","15:13:00","MN","0","0","0","0","45.2761","-95.6648","4.43","20.0"
"2014-06-19","15:16:00","MN","0","0","0","0","45.7709","-95.7135","3.62","10.0"
"2014-06-19","15:32:00","MN","0","0","0","0","45.3242","-95.5615","0.69","10.0"
"2014-06-19","15:37:00","MN","0","0","0","0","45.0164","-95.5637","1.03","10.0"
"2014-06-19","15:45:00","MN","0","0","0","0","44.9307","-95.4879","0.15","10.0"
"2014-06-20","16:10:00","MN","0","0","0","0","46.4134","-95.6082","0.3","20.0"
"2014-06-21","13:28:00","NM","0","0","0","0","35.0401","-106.07","0.1","30.0"
"2014-06-21","14:36:00","CO","0","1","0","0","40.0","-104.64","0.25","100.0"
"2014-06-21","14:42:00","CO","0","0","0","0","39.8","-104.59","0.1","50.0"
"2014-06-21","15:11:00","CO","0","0","0","0","39.8","-104.42","0.1","50.0"
"2014-06-21","17:43:00","KS","0","0","0","0","38.07","-101.75","0.49","25.0"
"2014-06-21","18:45:00","SD","0","0","0","0","45.3","-100.89","0.28","20.0"
"2014-06-21","19:35:00","MN","0","1","0","0","47.63","-96.4411","2.0","300.0"
"2014-06-22","16:42:00","OK","0","0","0","0","36.6354","-100.272","2.01","100.0"
"2014-06-22","17:03:00","OK","0","1","0","0","36.6286","-100.396","3.77","150.0"
"2014-06-22","17:31:00","OK","0","0","0","0","36.5151","-100.4","0.44","50.0"
"2014-06-22","17:57:00","TX","0","0","0","0","36.4234","-100.416","2.0","50.0"
"2014-06-22","18:06:00","CO","0","0","0","0","40.4","-104.12","0.1","50.0"
"2014-06-22","18:22:00","TX","0","0","0","0","36.3226","-100.335","1.0","75.0"
"2014-06-22","20:50:00","TX","0","1","0","0","35.9433","-100.558","1.86","100.0"
"2014-06-23","12:30:00","SC","0","0","0","0","32.4281","-80.6726","0.01","50.0"
"2014-06-23","16:22:00","IL","0","0","0","0","38.3579","-88.4382","2.89","200.0"
"2014-06-23","16:26:00","IL","0","0","0","0","38.3662","-88.4126","1.8","150.0"
"2014-06-23","16:55:00","OH","0","1","0","0","41.2301","-81.8305","1.72","120.0"
"2014-06-23","18:59:00","OK","0","0","0","0","34.8701","-95.5599","0.5","50.0"
"2014-06-24","11:15:00","IN","0","0","0","0","39.4104","-86.7271","0.5","75.0"
"2014-06-24","11:30:00","IN","0","1","0","0","39.4986","-86.6312","0.25","75.0"
"2014-06-24","12:32:00","IN","0","1","0","0","39.7257","-86.3496","2.84","75.0"
"2014-06-25","14:00:00","WI","0","0","0","0","42.74","-89.44","0.33","30.0"
"2014-06-25","15:14:00","TX","0","0","0","0","28.3177","-97.2761","0.37","50.0"
"2014-06-25","18:05:00","WY","0","1","0","0","44.572","-104.62","5.92","100.0"
"2014-06-26","13:22:00","TX","0","0","1","0","29.3369","-94.9646","0.04","75.0"
"2014-06-26","16:55:00","WY","0","0","0","0","44.053","-105.689","0.33","30.0"
"2014-06-27","10:07:00","TX","0","0","0","0","30.1343","-94.9272","0.01","20.0"
"2014-06-27","10:24:00","TX","0","0","0","0","30.35","-94.9994","0.03","25.0"
"2014-06-27","12:46:00","LA","0","0","0","0","30.0599","-92.8295","4.62","300.0"
"2014-06-27","13:36:00","FL","0","0","0","0","26.5491","-82.0206","1.24","20.0"
"2014-06-27","14:03:00","WI","0","1","0","0","44.9294","-91.7668","7.02","100.0"
"2014-06-27","14:18:00","CO","0","0","0","0","38.5737","-103.057","2.14","100.0"
"2014-06-27","16:40:00","KS","0","0","0","0","39.3","-101.54","1.0","25.0"
"2014-06-27","16:44:00","KS","0","0","0","0","39.29","-101.38","2.0","25.0"
"2014-06-28","13:25:00","TX","0","0","0","0","29.8018","-95.4824","0.73","10.0"
"2014-06-28","14:22:00","OK","0","0","0","0","36.4323","-95.2831","4.3","400.0"
"2014-06-29","05:05:00","KS","0","1","0","0","38.82","-100.56","1.0","50.0"
"2014-06-29","18:28:00","IA","0","0","0","0","42.302","-93.7356","1.99","40.0"
"2014-06-29","19:08:00","IA","0","0","0","0","41.7182","-95.5114","0.5","50.0"
"2014-06-29","19:18:00","IA","0","1","0","0","42.3471","-92.6911","1.9","50.0"
"2014-06-29","19:25:00","IA","0","1","0","0","42.268","-93.0937","1.27","75.0"
"2014-06-29","20:12:00","MO","0","0","0","0","39.5627","-95.0526","0.25","25.0"
"2014-06-29","20:20:00","KS","0","0","0","0","39.0807","-95.6889","1.63","30.0"
"2014-06-29","20:55:00","MO","0","1","0","0","40.3532","-93.4855","6.31","300.0"
"2014-06-29","21:00:00","WI","0","1","0","0","42.9988","-90.6404","8.18","600.0"
"2014-06-29","21:18:00","WI","0","2","0","0","43.0123","-90.4216","29.07","400.0"
"2014-06-29","21:26:00","WI","0","2","0","0","42.9705","-90.2243","5.05","200.0"
"2014-06-29","21:36:00","IA","0","0","0","0","42.09","-90.96","0.1","25.0"
"2014-06-29","22:27:00","WI","0","1","0","0","42.9541","-89.3773","2.32","500.0"
"2014-06-29","23:30:00","IL","0","1","0","0","41.9613","-90.1153","2.24","600.0"
"2014-06-29","23:45:00","MO","0","1","0","0","40.4616","-92.5177","4.74","300.0"
"2014-06-30","11:42:00","IA","0","1","0","0","41.4638","-94.4672","7.12","200.0"
"2014-06-30","12:02:00","IA","0","1","0","0","42.1635","-93.2637","7.54","460.0"
"2014-06-30","12:13:00","IA","0","1","0","0","41.4042","-93.9532","1.34","75.0"
"2014-06-30","12:15:00","IA","0","1","0","0","42.1714","-93.1434","11.01","190.0"
"2014-06-30","12:15:00","IA","0","1","0","0","41.3993","-93.9163","6.38","400.0"
"2014-06-30","12:27:00","IA","0","1","0","0","41.3891","-93.7385","2.03","190.0"
"2014-06-30","13:02:00","IA","0","2","0","0","42.2117","-92.5253","3.7","150.0"
"2014-06-30","13:27:00","IA","0","1","0","0","42.2264","-91.9131","0.43","75.0"
"2014-06-30","15:40:00","MO","0","0","0","0","40.4369","-94.7211","3.52","200.0"
"2014-06-30","17:20:00","CO","0","0","0","0","37.3612","-102.656","0.27","50.0"
"2014-06-30","17:43:00","MO","0","1","0","0","40.3844","-94.3019","2.15","300.0"
"2014-06-30","18:53:00","MO","0","0","0","0","40.1551","-93.9938","2.99","200.0"
"2014-06-30","20:16:00","IL","0","1","0","0","41.5886","-88.9526","1.51","50.0"
"2014-06-30","20:34:00","MO","0","1","0","0","39.2136","-94.3742","0.8","200.0"
"2014-06-30","20:38:00","IL","0","1","0","0","41.4817","-88.5843","1.15","50.0"
"2014-06-30","20:44:00","IL","0","0","0","0","41.4411","-88.4692","2.16","50.0"
"2014-06-30","20:55:00","IL","0","1","0","0","41.6272","-88.1846","3.06","75.0"
"2014-06-30","21:25:00","IL","0","1","0","0","41.2556","-87.7816","4.07","200.0"
"2014-06-30","21:25:00","IL","0","1","0","0","41.2491","-87.7427","8.69","150.0"
"2014-06-30","21:26:00","IL","0","1","0","0","41.2639","-87.7219","3.05","300.0"
"2014-06-30","21:29:00","IL","0","1","0","0","41.2005","-87.6639","2.15","225.0"
"2014-06-30","21:31:00","IL","0","1","0","0","41.1867","-87.6391","3.09","150.0"
"2014-06-30","21:32:00","IL","0","1","0","0","41.2651","-87.5685","2.35","200.0"
"2014-06-30","21:32:00","IL","0","1","0","0","41.2651","-87.5685","3.4","200.0"
"2014-06-30","21:33:00","IL","0","1","0","0","41.2624","-87.554","1.66","100.0"
"2014-06-30","21:35:00","IN","0","1","0","0","41.2782","-87.5267","1.05","200.0"
"2014-06-30","21:35:00","IN","0","1","0","0","41.1863","-87.5263","6.24","300.0"
"2014-06-30","21:38:00","IN","0","1","0","0","41.2609","-87.4869","9.92","500.0"
"2014-06-30","21:39:00","IN","0","1","0","0","41.2537","-87.4601","2.57","250.0"
"2014-06-30","21:39:00","IN","0","1","0","0","41.2784","-87.4677","2.01","150.0"
"2014-06-30","21:42:00","IN","0","1","0","0","41.1918","-87.4071","3.85","300.0"
"2014-06-30","21:49:00","IN","0","1","0","0","41.1888","-87.2757","6.26","200.0"
"2014-06-30","21:55:00","IN","0","1","0","0","41.223","-87.128","0.94","100.0"
"2014-06-30","22:11:00","IN","0","1","0","0","41.5625","-86.858","0.26","200.0"
"2014-06-30","22:24:00","IN","0","1","0","0","41.4787","-86.6837","4.72","200.0"
"2014-06-30","22:25:00","IN","0","1","0","0","41.4189","-86.6409","4.93","400.0"
"2014-06-30","22:29:00","IN","0","1","0","0","41.4187","-86.5304","4.85","400.0"
"2014-06-30","22:35:00","IN","0","1","0","0","41.346","-86.4435","6.85","150.0"
"2014-06-30","22:41:00","IN","0","1","0","0","41.361","-86.2893","0.16","50.0"
"2014-06-30","23:06:00","IN","0","1","0","0","41.1979","-85.9217","0.55","150.0"
"2014-06-30","23:06:00","IN","0","0","0","0","41.4124","-85.9189","1.79","50.0"
"2014-06-30","23:08:00","IN","0","1","0","0","41.0314","-85.8965","7.01","150.0"
"2014-06-30","23:22:00","IN","0","1","0","0","41.0516","-85.6567","0.45","50.0"
"2014-06-30","23:38:00","IN","0","1","0","0","41.6414","-85.4396","0.93","50.0"
"2014-07-02","16:00:00","TX","0","0","0","0","33.1018","-99.613","0.22","50.0"
"2014-07-03","14:36:00","NC","0","1","0","0","34.805","-78.009","0.77","200.0"
"2014-07-03","18:50:00","NC","0","1","0","0","35.9565","-77.2038","1.13","100.0"
"2014-07-03","21:25:00","NC","0","0","0","0","36.34","-76.98","0.9","30.0"
"2014-07-03","23:15:00","VA","0","0","0","0","36.88","-76.08","0.31","30.0"
"2014-07-03","23:40:00","VA","0","0","0","0","36.92","-76.27","0.25","30.0"
"2014-07-04","18:00:00","NH","0","0","0","0","43.5868","-71.3521","0.36","10.0"
"2014-07-06","12:42:00","FL","0","0","0","0","28.6506","-80.8433","0.09","35.0"
"2014-07-06","17:03:00","IA","0","0","0","0","42.3244","-93.6873","0.55","25.0"
"2014-07-06","18:00:00","IA","0","0","0","0","42.6341","-92.8757","0.4","15.0"
"2014-07-06","18:58:00","IA","0","1","0","0","42.3327","-92.6384","3.21","100.0"
"2014-07-06","19:02:00","MI","0","0","0","0","46.3605","-88.181","5.65","100.0"
"2014-07-06","19:08:00","IA","0","0","0","0","42.2975","-92.5902","1.47","20.0"
"2014-07-06","19:12:00","IA","0","1","0","0","42.2878","-92.5499","9.68","225.0"
"2014-07-06","19:25:00","ND","0","0","0","0","48.028","-102.742","3.77","40.0"
"2014-07-06","19:41:00","IA","0","0","0","0","41.5155","-94.2749","0.94","20.0"
"2014-07-06","19:45:00","IA","0","0","0","0","41.8202","-93.0568","4.63","80.0"
"2014-07-06","19:56:00","IA","0","0","0","0","42.09","-92.25","0.1","10.0"
"2014-07-06","20:15:00","IA","0","0","0","0","41.7245","-92.9674","0.52","25.0"
"2014-07-06","20:20:00","MI","0","1","6","0","42.85","-85.7","6.25","400.0"
"2014-07-06","22:16:00","MI","0","0","0","0","42.94","-84.98","1.0","50.0"
"2014-07-06","22:34:00","MI","0","0","0","0","42.9858","-84.9056","0.75","150.0"
"2014-07-06","23:00:00","MI","0","0","0","0","43.02","-84.65","1.6","80.0"
"2014-07-07","17:40:00","KY","0","0","0","0","38.7711","-84.9331","0.47","200.0"
"2014-07-07","17:43:00","MN","0","0","0","0","44.8051","-92.8079","1.3","50.0"
"2014-07-07","17:43:00","MN","0","0","0","0","44.8051","-92.8079","2.59","50.0"
"2014-07-07","17:46:00","WI","0","0","0","0","44.7987","-92.7831","1.29","50.0"
"2014-07-08","11:33:00","OH","0","1","0","0","41.2422","-82.003","8.3","200.0"
"2014-07-08","11:43:00","OH","0","1","0","0","41.2702","-81.7612","1.57","200.0"
"2014-07-08","12:15:00","OH","0","0","0","0","41.0243","-80.8262","5.39","200.0"
"2014-07-08","12:48:00","PA","0","1","0","0","41.1977","-80.3272","2.46","150.0"
"2014-07-08","13:25:00","WV","0","1","0","0","39.53","-80.06","2.24","50.0"
"2014-07-08","13:55:00","WV","0","1","0","0","39.3729","-80.0405","4.41","150.0"
"2014-07-08","16:15:00","PA","0","2","0","0","41.55","-76.48","6.68","500.0"
"2014-07-08","16:33:00","NY","0","1","0","0","43.2","-75.6","1.0","600.0"
"2014-07-08","16:48:00","NY","0","1","0","0","43.778","-75.5766","12.32","300.0"
"2014-07-08","17:00:00","PA","0","0","0","0","41.23","-76.23","0.9","50.0"
"2014-07-08","17:02:00","NY","0","2","0","4","42.99","-75.64","2.5","235.0"
"2014-07-08","17:05:00","PA","0","1","0","0","41.75","-75.74","1.4","150.0"
"2014-07-08","17:25:00","NY","0","1","0","0","43.12","-75.22","1.3","65.0"
"2014-07-08","18:40:00","NY","0","0","0","0","43.6905","-73.9874","1.09","100.0"
"2014-07-10","13:35:00","VA","0","0","10","0","36.8432","-75.9763","0.34","30.0"
"2014-07-12","11:20:00","FL","0","0","0","0","27.2367","-80.757","0.08","15.0"
"2014-07-12","14:45:00","CO","0","0","0","0","38.5867","-104.476","0.53","50.0"
"2014-07-12","20:20:00","IL","0","0","0","0","41.2584","-90.7362","0.38","50.0"
"2014-07-12","20:30:00","IL","0","1","0","0","41.2674","-90.6666","3.7","100.0"
"2014-07-12","20:46:00","IL","0","1","0","0","41.2387","-90.5289","2.78","50.0"
"2014-07-12","21:00:00","IL","0","1","0","0","41.2141","-90.4256","0.66","50.0"
"2014-07-13","13:40:00","WY","0","0","0","0","41.14","-104.628","0.17","25.0"
"2014-07-13","14:34:00","NY","0","1","0","0","42.43","-76.93","3.5","125.0"
"2014-07-13","15:09:00","NE","0","0","0","0","41.1142","-103.66","0.14","25.0"
